Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
24-Jul,4,62,12,3,1,23,297,2,91,124,496,,38,45,90,,2,28,46,3,42,57,23,85,1,,12,27,,1,68,4,,74,,
25-Jul,6,56,5,1,4,17,376,1,73,191,310,6,62,67,118,48,3,33,17,12,54,51,17,136,,1,5,37,6,1,40,12,,102,,
26-Jul,,43,14,2,,7,384,,51,76,283,,32,45,116,,1,20,23,5,47,19,16,133,1,3,11,32,30,4,57,5,8,24,,
27-Jul,,62,10,3,,15,467,,45,210,273,,18,21,33,,,23,24,,50,48,1,110,,2,4,14,,4,56,1,,31,,
28-Jul,25,30,9,,10,14,409,,128,185,313,16,66,24,93,2,7,20,21,5,44,80,,132,4,,27,38,22,1,17,2,,4,,
29-Jul,45,61,15,2,2,15,577,15,96,313,359,,57,,102,,8,40,34,17,58,241,7,128,1,,6,31,1,16,26,6,,102,,
30-Jul,74,50,29,,2,23,397,2,147,161,288,,70,24,86,12,,36,57,16,87,68,6,95,,3,11,6,24,17,33,22,,58,,
31-Jul,103,47,34,,3,64,430,6,71,235,317,6,49,28,128,3,77,43,30,41,78,104,,76,,,19,,,3,38,7,,,,
1-Aug,,41,23,,1,67,368,6,52,143,235,,7,31,62,1,44,,10,,68,31,5,130,,,1,13,31,18,28,2,,142,,
2-Aug,16,40,12,,17,19,377,1,53,73,180,,83,17,32,,2,50,17,9,20,174,,95,6,16,10,14,11,9,27,6,6,127,,
3-Aug,2,41,21,3,,12,472,,56,95,478,,22,14,46,,,35,11,17,78,57,2,97,,26,50,5,,,,1,,38,,
4-Aug,7,49,33,,3,12,410,19,94,60,430,,60,53,119,3,,21,35,13,30,68,70,117,,,71,6,11,11,50,2,,65,,
5-Aug,2,39,23,1,1,17,354,5,125,149,417,,67,5,54,,7,26,63,19,18,130,33,127,2,1,29,7,29,10,11,3,1,40,,
6-Aug,41,27,32,,1,18,556,,83,115,286,7,36,25,67,4,,27,49,32,28,86,59,182,,1,15,7,46,11,17,20,,4,,
7-Aug,53,38,34,3,,19,665,12,152,232,378,3,98,37,57,,17,15,21,41,18,216,27,88,1,4,35,31,71,44,23,2,,38,,
8-Aug,,38,22,,3,16,686,5,240,88,429,,35,66,82,1,9,24,52,23,20,101,20,107,,4,50,47,6,15,,8,,80,,
9 Aug,44,59,24,1,9,8,440,,179,140,408,13,53,30,98,2,8,27,19,38,44,25,22,90,,,26,4,32,1,42,,,7,,
10 Aug,96,38,23,2,1,14,435,,33,68,296,6,45,43,50,2,21,26,19,36,72,129,,77,,9,41,6,15,5,21,,,58,,
11 Aug,,45,19,,5,4,462,,95,86,291,4,128,31,71,3,17,22,22,13,36,207,32,54,,2,16,11,2,1,1,7,3,3,,
12 Aug,72,30,49,,2,20,529,5,109,179,303,9,46,6,53,4,27,24,43,27,13,109,24,90,4,2,32,18,20,13,26,,7,47,,
13 Aug,,35,37,,4,11,608,,111,204,341,10,23,44,45,9,14,13,27,42,125,94,30,81,,7,68,8,39,24,31,5,,8,,
14 Aug,92,53,21,2,10,35,538,7,361,192,418,5,98,20,55,,12,24,39,42,61,69,33,37,3,5,29,12,10,,9,12,,3,,
15 Aug,25,44,33,2,3,46,583,3,237,131,436,3,56,37,62,13,22,22,36,37,50,195,28,102,,,41,10,32,6,,7,3,40,,
16 Aug,11,41,43,5,2,33,518,,83,168,488,,86,,100,3,10,15,29,13,21,51,35,156,,9,24,2,47,4,77,1,,6,,
17 Aug,168,45,17,2,,16,552,20,45,36,336,,116,27,90,1,7,22,1,26,6,17,14,97,4,2,34,3,26,2,10,12,,67,,
18 Aug,25,48,63,2,1,18,513,,45,118,312,5,93,43,40,,,23,9,37,27,130,1,39,1,,22,2,9,13,,1,,33,,
19 Aug,63,62,47,3,6,31,551,5,104,131,335,4,91,,82,3,15,24,45,26,21,78,,32,5,3,11,10,23,14,21,2,,54,,
20 Aug,5,72,23,1,,48,594,,199,168,371,15,28,33,181,5,1,21,24,44,65,59,60,59,,6,47,5,58,6,67,1,,,,
21 Aug,4,76,36,2,1,25,657,21,93,96,458,29,195,23,74,2,21,24,49,45,50,21,22,98,2,1,35,,,3,14,8,,12,,
22 Aug,70,78,42,4,1,15,588,3,134,100,321,33,129,34,78,1,,14,54,37,71,73,11,61,1,3,63,9,4,4,33,16,5,,,
23 Aug,,67,32,2,,15,615,,68,188,279,33,80,62,81,9,44,18,34,68,30,78,13,33,2,6,42,4,54,2,,5,1,72,,
24 Aug,30,63,61,,1,14,633,,137,152,320,12,44,17,61,8,11,14,32,26,2,37,4,46,1,3,42,4,8,10,83,1,,,,
25 Aug,20,74,32,3,11,41,637,7,250,198,363,27,141,11,82,3,11,17,45,77,44,134,38,52,,4,40,1,65,,,7,1,11,,
26 Aug,30,76,29,4,3,16,713,8,178,147,331,,134,8,54,1,8,28,21,87,15,137,37,70,,2,42,30,6,52,36,2,1,,,
27 Aug,108,82,59,,2,42,760,7,154,252,367,6,206,18,39,,50,21,25,41,39,104,50,42,,5,99,16,33,9,23,6,1,53,,
28 Aug,50,93,42,,24,20,869,6,526,242,417,,97,,68,12,36,23,57,26,34,86,49,76,1,2,66,15,4,6,26,16,2,12,,
29 Aug,97,88,60,,3,47,861,,287,180,641,16,200,18,111,6,39,42,56,88,65,103,38,85,1,4,79,,27,20,36,4,,6,,
30 Aug,54,89,45,4,11,24,"1,094",,103,138,466,18,197,25,64,3,,1,40,90,82,39,26,29,,7,134,18,20,6,25,5,1,,,
31 Aug,33,129,31,,,28,"1,049",,145,179,323,,124,41,32,2,90,14,53,89,15,58,1,108,2,6,107,2,25,55,,2,,,,
1 Sep,16,160,26,,6,20,901,,215,200,350,8,61,37,69,8,27,16,32,83,45,115,42,79,1,4,78,6,43,24,66,1,2,34,,
2 Sep,48,169,68,,4,29,"1,054",1,203,264,385,6,72,,59,4,47,14,34,88,15,182,15,137,1,11,107,5,10,5,11,,12,15,,
3 Sep,97,174,34,1,8,33,"1,359",,238,242,377,15,157,51,111,26,36,14,63,44,34,141,6,50,4,14,106,7,51,25,28,6,9,61,,
4 Sep,90,196,22,2,3,18,880,1,385,190,350,11,281,53,49,4,65,9,35,65,30,125,32,77,,4,130,9,43,27,72,,2,9,,
5 Sep,61,165,49,,5,21,877,,228,258,326,6,128,,81,9,17,33,42,70,18,162,16,154,3,12,178,,60,7,101,17,2,22,,
6 Sep,78,141,85,1,22,11,"1,176",,173,233,303,13,186,51,103,8,,19,15,244,12,81,29,209,,12,140,,80,13,,,2,4,,
7 Sep,19,173,77,,,14,"1,046",,204,264,307,,62,67,77,5,53,8,70,44,1,92,,11,,3,133,9,20,32,74,,,15,,
8 Sep,12,164,59,7,3,24,"1,014",,336,237,401,7,86,,66,7,24,20,41,115,21,107,11,51,5,11,113,4,42,1,14,16,3,24,,
9 Sep,98,174,37,2,3,50,"1,004",4,288,281,370,12,80,44,98,1,53,15,38,110,22,132,24,118,4,22,138,10,22,18,,15,4,16,,
10 Sep,106,111,42,11,3,50,"1,274",1,335,375,381,5,90,36,77,2,28,11,66,104,18,146,26,168,,21,194,1,20,11,114,6,,28,,
11 Sep,145,144,46,7,30,49,964,5,272,566,362,8,152,33,74,2,17,9,55,37,21,131,34,151,8,2,182,7,117,49,54,2,,2,,
12 Sep,124,135,21,5,28,43,"1,205",5,291,386,384,11,153,46,97,5,21,13,73,103,20,121,33,52,1,44,224,3,12,67,62,3,4,11,,
13 Sep,212,113,50,8,8,49,"1,380",2,157,282,249,7,174,36,33,4,33,16,33,123,44,103,35,56,2,,212,14,57,,84,8,20,32,,
14 Sep,153,86,55,,1,33,879,,203,171,343,26,123,,141,5,19,22,27,118,16,94,21,185,,60,128,5,31,99,96,1,,,,
15 Sep,140,68,62,1,9,26,"1,076",10,347,198,378,4,51,57,77,5,8,20,40,128,6,249,58,107,1,29,145,16,16,51,65,4,39,16,,
16 Sep,95,49,138,11,4,48,"1,294",14,293,340,372,19,217,64,11,2,22,9,57,116,11,126,60,164,4,22,183,10,19,42,126,2,13,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasus Aktif,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
21-Mar,0,2,40,0,0,4,227,0,47,11,25,2,9,2,0,0,4,0,0,0,1,1,3,2,0,1,1,0,0,0,0,0,0,0,10,
22-Mar,0,1,43,0,0,4,256,0,45,12,40,2,9,2,1,0,4,0,0,0,1,1,3,2,0,1,1,0,1,0,2,0,0,0,6,
23-Mar,0,4,52,0,0,4,301,1,45,12,40,2,11,2,1,0,5,0,0,0,1,1,3,1,0,1,1,1,1,0,2,0,0,0,8,
24-Mar,0,4,60,0,0,4,370,1,45,16,50,3,11,3,1,0,4,1,1,0,2,6,3,3,0,1,2,1,1,0,3,0,0,0,5,
25-Mar,0,7,62,0,0,14,409,1,58,34,49,3,11,3,2,0,4,2,0,0,2,6,3,12,0,1,1,1,1,0,3,0,0,0,12,
26-Mar,1,7,62,0,0,13,444,1,62,34,53,3,11,6,1,0,4,2,0,3,2,7,3,26,1,3,2,1,1,0,7,0,0,0,20,
27-Mar,4,7,79,0,0,19,516,1,79,37,54,3,11,6,1,0,4,2,0,5,2,7,3,28,1,4,1,1,1,2,7,0,0,0,28,
28-Mar,4,7,98,0,0,19,522,1,96,48,65,3,17,7,1,2,4,2,1,5,2,7,3,32,2,4,1,1,1,2,7,0,0,0,30,
29-Mar,5,8,101,0,0,19,562,1,124,56,72,8,17,7,1,2,4,2,0,5,2,7,3,46,2,4,2,1,1,2,9,1,0,0,33,
30-Mar,5,17,123,1,0,15,576,2,152,74,67,9,17,7,5,2,5,2,0,8,1,12,3,49,3,8,3,1,1,2,9,1,0,0,37,
31-Mar,5,17,136,2,0,20,616,2,166,86,69,5,20,9,8,2,6,4,3,8,1,18,3,49,3,8,3,1,1,1,10,1,0,0,28,
1-Apr,5,13,131,1,0,25,673,2,188,97,78,6,20,9,8,2,6,6,3,8,2,19,3,61,2,8,2,1,0,1,8,1,0,0,28,
2-Apr,5,13,143,1,0,23,755,2,187,97,71,6,20,7,8,2,6,6,9,8,2,19,3,61,2,7,6,1,0,1,8,1,0,0,28,
3-Apr,5,15,149,1,1,23,829,2,188,85,119,6,21,10,8,8,7,5,10,8,2,19,6,73,4,11,9,1,0,1,13,1,0,0,31,
4-Apr,4,20,149,1,1,29,883,2,207,91,109,6,22,9,8,8,5,7,9,8,2,22,4,68,4,10,9,1,0,1,14,1,0,0,37,
5-Apr,4,15,153,1,1,30,973,2,212,88,144,6,28,7,16,8,6,7,13,8,2,21,5,69,4,10,10,1,0,1,22,2,0,0,42,
6-Apr,4,23,163,1,1,36,"1,068",2,221,96,137,8,29,16,18,15,6,10,13,18,4,22,6,88,4,11,11,1,0,1,21,2,0,0,34,
7-Apr,4,23,169,1,1,37,"1,198",2,297,97,137,5,29,14,18,15,6,10,13,18,7,22,6,100,3,11,11,1,0,1,21,2,0,0,34,
8-Apr,5,29,187,1,1,28,"1,286",2,313,104,134,5,27,14,22,16,6,10,13,18,6,55,10,100,3,14,11,2,2,1,33,2,0,0,34,
9-Apr,4,43,191,2,3,28,"1,482",2,317,104,157,5,25,14,20,16,19,14,14,18,6,55,14,107,3,13,11,1,2,1,33,2,1,0,34,
10-Apr,3,54,215,2,3,28,"1,517",2,329,104,172,5,28,16,27,16,18,23,18,22,10,47,14,132,12,18,12,1,2,1,33,3,1,1,35,
11-Apr,3,58,251,3,3,28,"1,707",4,362,104,178,5,28,16,27,15,18,23,18,21,10,43,14,138,17,18,15,1,2,1,57,4,1,1,35,
12-Apr,3,60,253,3,3,28,"1,707",4,388,156,291,7,28,16,32,15,18,33,15,35,14,49,14,182,15,18,15,1,10,2,55,2,1,1,35,
13-Apr,0,64,256,3,3,44,"1,840",4,466,159,337,7,28,16,32,15,18,33,12,35,13,49,14,177,15,16,19,1,10,1,60,3,1,1,26,
14-Apr,0,69,251,3,3,37,"1,931",5,455,233,358,5,28,16,29,15,19,33,13,36,13,53,14,183,14,15,19,1,10,1,60,3,1,1,27,
15-Apr,0,73,249,4,3,37,"2,068",6,484,246,373,5,28,23,40,18,25,33,16,43,14,59,22,185,17,14,19,2,13,1,67,5,1,1,27,
16-Apr,0,79,258,5,3,33,"2,224",7,489,254,382,13,33,24,47,25,26,41,30,43,11,58,21,206,17,12,16,2,13,4,59,5,1,4,27,
17-Apr,0,86,268,5,3,32,"2,365",8,535,227,382,13,33,25,62,44,46,47,47,45,11,58,22,266,19,11,13,2,13,4,68,5,1,4,26,
18-Apr,1,92,278,5,3,34,"2,466",8,544,244,410,13,42,31,80,47,66,51,77,51,13,58,22,275,19,11,17,2,11,4,71,5,1,4,26,
19-Apr,2,94,281,6,3,33,"2,511",8,592,254,438,12,47,36,84,66,66,47,81,52,13,60,31,302,22,11,17,2,11,6,83,5,1,4,26,
20-Apr,2,95,289,5,3,34,"2,580",7,629,256,436,12,51,48,81,71,66,57,81,54,13,61,31,282,22,11,21,2,7,6,73,5,1,4,27,
21-Apr,2,105,289,5,6,35,"2,676",12,613,354,447,17,56,54,83,74,65,78,81,56,12,62,31,271,21,12,22,2,7,6,84,5,1,6,27,
22-Apr,2,101,273,5,6,38,"2,760",12,612,372,479,21,57,69,92,74,65,93,81,60,12,62,31,282,23,12,22,10,7,7,89,6,1,6,27,
23-Apr,2,108,273,6,6,37,"2,890",13,623,431,492,40,62,70,99,74,67,98,85,61,23,63,31,283,23,23,23,12,7,12,92,6,1,6,26,
24-Apr,3,118,287,6,6,34,"2,946",17,695,463,495,40,73,81,116,74,66,134,98,69,28,64,34,304,26,23,20,12,7,14,98,31,1,11,26,
25-Apr,4,109,298,6,6,36,"3,004",20,737,509,562,41,85,87,130,80,66,156,111,66,28,72,34,314,30,23,21,12,12,15,98,33,1,13,26,
26-Apr,4,107,298,7,6,39,"3,110",31,742,519,560,41,93,91,130,86,68,171,108,71,26,78,37,305,30,27,21,24,11,15,103,33,0,14,26,
27-Apr,4,109,309,7,6,39,"3,165",31,777,520,568,41,94,97,134,87,69,180,108,84,26,78,37,297,30,27,21,24,11,15,113,33,0,13,26,
28-Apr,4,123,314,7,6,47,"3,269",31,787,535,623,41,102,104,128,89,70,193,118,106,29,64,37,308,31,29,21,23,10,36,124,34,0,14,27,
29-Apr,4,115,314,7,10,47,"3,282",31,823,551,625,48,106,110,128,89,69,202,119,106,27,62,44,310,36,30,22,23,11,36,136,34,0,12,27,
30-Apr,5,105,329,7,10,45,"3,318",31,786,563,705,48,121,128,141,95,69,195,124,108,27,63,50,332,36,28,21,37,11,36,152,38,2,12,26,
1-May,6,110,343,14,10,53,"3,454",31,784,574,773,50,122,139,147,109,65,198,124,127,27,63,49,375,34,32,22,38,11,41,156,39,2,12,26,
2-May,4,104,352,14,10,59,"3,492",31,812,593,766,57,140,140,146,116,58,214,124,137,24,63,51,392,45,32,17,38,11,42,186,39,2,12,24,
3-May,5,107,357,15,10,59,"3,433",37,817,602,832,59,148,135,162,116,41,229,145,145,24,69,51,410,45,28,22,45,11,42,186,39,9,12,24,
4-May,4,108,371,15,10,58,"3,499",37,"1,007",624,829,62,153,158,165,124,41,229,137,151,24,75,51,368,45,32,26,45,11,42,186,39,9,12,24,
5-May,4,113,300,23,10,62,"3,574",42,"1,046",655,874,62,153,159,179,124,41,235,147,167,24,76,52,370,55,33,28,45,11,48,193,52,11,12,22,
6-May,9,107,324,23,12,62,"3,615",46,"1,053",682,899,79,167,164,192,124,31,231,158,184,24,82,52,385,55,40,27,45,11,52,194,52,11,12,22,
7-May,9,100,317,23,12,73,"3,687",46,"1,109",695,928,81,167,166,205,124,25,238,174,195,24,78,52,401,60,40,32,45,11,52,198,51,11,14,22,
8-May,5,101,327,21,12,77,"3,786",46,"1,128",707,931,80,194,152,213,124,23,227,172,207,26,93,53,411,60,43,35,45,18,52,211,53,11,10,21,
9-May,5,105,345,21,35,80,"3,877",61,"1,140",720,"1,051",103,181,152,220,124,24,237,223,215,32,110,54,404,60,40,27,46,18,52,223,55,11,10,21,
10-May,5,103,355,22,35,86,"3,953",61,"1,140",739,"1,129",105,182,156,230,123,22,232,214,226,50,110,58,410,68,40,28,46,18,67,254,55,11,7,21,
11-May,5,100,339,21,35,91,"4,023",62,"1,185",685,"1,143",105,186,163,230,124,21,220,205,215,50,124,58,397,67,39,22,46,18,67,254,55,11,6,21,
12-May,4,109,350,21,38,99,"4,008",62,"1,234",694,"1,256",100,184,167,244,124,23,228,206,231,43,126,58,415,79,39,26,46,29,67,268,59,15,6,21,
13-May,4,108,366,21,38,106,"4,079",62,"1,221",728,"1,335",104,181,183,258,123,23,223,240,237,51,123,147,466,78,39,33,67,29,67,274,64,18,6,21,
14-May,3,110,378,21,39,110,"4,074",63,"1,224",771,"1,418",104,178,176,261,117,23,205,359,264,48,125,146,496,86,39,39,67,41,85,278,52,17,7,21,
15-May,3,107,404,21,50,110,"4,038",66,"1,237",805,"1,449",104,187,129,330,117,27,163,376,284,70,125,154,527,87,39,36,70,41,85,281,50,17,7,21,
16-May,2,99,407,21,53,109,"4,126",76,"1,256",823,"1,620",106,187,129,337,123,25,170,374,283,77,125,160,553,87,35,35,72,41,96,296,50,44,7,21,
17-May,2,94,430,5,62,106,"4,241",76,"1,222",840,"1,646",104,185,129,263,113,25,164,437,291,76,134,162,579,87,36,33,76,61,99,329,50,52,7,21,
18-May,2,98,453,4,63,102,"4,289",77,"1,157",843,"1,750",96,176,129,321,113,33,155,451,280,78,140,162,625,85,51,34,77,80,99,329,50,61,11,21,
19-May,2,92,474,4,64,104,"4,356",80,"1,165",853,"1,780",96,174,134,364,108,46,155,502,281,88,149,172,651,85,52,38,79,80,99,335,50,64,11,21,
20-May,2,91,475,10,64,104,"4,435",85,"1,340",869,"1,881",96,176,125,419,108,45,173,550,260,113,146,172,678,85,50,38,80,96,99,355,51,69,11,21,
21-May,2,90,517,11,64,102,"4,362",85,"1,416",892,"2,354",93,167,128,427,110,45,186,575,261,138,168,172,678,76,64,39,81,106,102,356,59,72,27,21,
22-May,3,92,530,9,58,95,"4,390",83,"1,445",909,"2,460",98,166,145,438,105,46,237,576,258,155,151,177,728,76,64,37,83,128,107,383,58,72,30,21,
23-May,1,97,530,12,58,96,"4,450",83,"1,447",963,"2,898",126,166,147,455,105,52,239,602,244,155,160,160,780,80,62,38,83,128,108,440,57,72,30,21,
24-May,1,97,547,11,58,96,"4,547",82,"1,484",980,"2,915",126,168,163,463,104,55,243,609,274,181,170,160,777,71,64,39,83,130,109,502,57,72,38,21,
25-May,1,97,547,11,58,94,"4,553",82,"1,506",981,"3,105",128,156,142,461,96,54,212,675,268,187,169,160,791,71,69,39,88,126,106,493,57,75,38,21,
26-May,1,108,563,11,58,87,"4,629",82,"1,488",970,"3,136",128,151,154,487,95,54,222,729,281,208,168,111,785,69,64,29,96,126,95,493,56,77,38,21,
27-May,1,109,570,14,53,86,"4,704",82,"1,473",981,"3,300",135,249,162,552,94,60,256,782,276,216,182,112,795,67,60,28,95,136,94,507,54,75,40,21,
28-May,2,102,560,14,55,78,"4,790",82,"1,453",990,"3,431",136,144,169,668,94,73,279,794,274,225,208,126,839,70,60,25,101,146,112,510,52,75,44,21,
29-May,2,119,559,14,50,73,"4,880",82,"1,477",944,"3,499",133,139,192,739,91,67,304,789,266,232,246,124,865,70,66,27,111,172,114,566,52,77,42,21,
30-May,2,123,545,17,62,67,"4,708",82,"1,471",941,"3,652",133,127,215,719,91,80,305,763,271,247,242,124,874,70,55,26,112,172,111,584,52,78,43,21,
31-May,2,132,548,18,67,68,"4,749",82,"1,497",972,"3,852",132,120,227,740,91,80,335,745,277,251,222,118,871,63,52,23,115,179,111,601,49,77,65,21,
1-Jun,2,143,546,17,67,63,"4,695",82,"1,531",977,"3,856",137,120,236,763,83,80,350,746,275,250,228,118,886,63,51,22,117,179,111,651,49,82,65,21,
2-Jun,2,148,541,21,65,61,"4,624",82,"1,515",991,"4,018",137,120,226,783,82,92,366,761,277,265,226,115,930,63,46,19,130,179,115,734,41,82,73,21,
3-Jun,2,136,612,33,65,59,"4,514",80,"1,464","1,013","4,090",119,130,241,842,81,91,375,768,281,281,242,115,957,61,42,15,130,175,115,773,41,82,83,21,
4-Jun,1,141,617,42,65,55,"4,560",72,"1,480","1,036","3,882",104,129,254,948,73,101,389,773,257,280,278,116,"1,004",55,43,12,129,175,114,790,41,82,86,21,
5-Jun,1,150,595,46,64,56,"4,491",74,"1,444","1,054","3,896",92,130,267,"1,016",70,105,438,771,247,289,319,111,"1,010",54,38,11,129,182,99,833,40,82,83,21,
6-Jun,1,181,589,63,51,56,"4,510",76,"1,439","1,079","4,011",92,118,279,"1,047",59,97,466,765,255,365,380,108,"1,073",49,34,11,133,186,102,920,32,82,76,21,
7-Jun,1,204,594,66,48,54,"4,374",76,"1,368","1,099","4,056",92,116,268,"1,080",58,93,462,743,259,386,380,100,"1,137",62,32,11,134,194,103,979,31,82,74,21,
8-Jun,1,212,604,65,48,54,"4,386",76,"1,311","1,116","4,312",89,122,274,"1,130",38,93,475,725,248,390,370,99,"1,247",62,32,9,134,219,103,"1,005",30,72,74,21,
9-Jun,1,194,598,79,42,50,"4,451",76,"1,325","1,063","4,435",113,132,292,"1,216",38,90,480,744,255,431,377,86,"1,393",62,32,7,138,218,106,"1,023",29,72,70,21,
10-Jun,3,223,622,80,41,48,"4,451",78,"1,350","1,084","4,595",103,138,295,"1,329",35,89,425,733,241,416,389,87,"1,528",61,31,7,171,231,105,"1,052",30,67,69,21,
11-Jun,3,230,635,82,40,49,"4,452",78,"1,374","1,098","4,757",96,134,310,"1,358",33,94,389,720,240,430,419,89,"1,669",60,32,7,204,230,108,"1,071",28,67,73,0,
12-Jun,3,242,664,83,42,58,"4,419",79,"1,354","1,092","4,981",117,130,321,"1,399",33,94,340,714,235,495,506,92,"1,642",60,33,6,223,273,112,"1,112",29,67,95,0,
13-Jun,2,255,734,81,35,52,"4,473",71,"1,333","1,134","4,891",113,123,341,"1,496",32,90,330,721,234,496,598,84,"1,731",68,43,10,240,285,116,"1,152",25,67,97,0,
14-Jun,7,261,721,80,37,51,"4,334",71,"1,308","1,226","5,001",105,113,321,"1,531",31,87,305,723,228,501,603,81,"1,822",51,40,10,240,302,118,"1,114",25,67,97,0,
15-Jun,7,252,704,79,33,53,"4,368",71,"1,319","1,289","5,193",104,116,362,"1,575",31,92,294,740,228,512,652,82,"1,774",46,39,9,242,332,119,"1,051",25,67,113,0,
16-Jun,6,266,713,79,35,52,"4,336",63,"1,349","1,315","5,346",99,113,377,"1,734",32,89,299,771,198,527,669,83,"1,905",43,38,9,242,372,115,980,25,67,116,0,
17-Jun,15,281,722,76,34,52,"4,341",64,"1,357","1,365","5,501",111,101,422,"1,734",24,86,283,798,196,555,676,84,"1,973",39,40,10,252,394,115,"1,007",21,67,116,0,
18-Jun,16,336,713,50,34,49,"4,365",64,"1,356","1,381","5,794",105,91,412,"1,829",23,82,291,824,184,571,692,118,"2,117",38,41,13,272,411,98,"1,046",26,67,116,0,
19-Jun,16,404,714,44,31,43,"4,378",66,"1,373","1,428","5,817",106,100,412,"1,880",22,77,286,875,177,584,708,120,"2,281",39,39,20,310,395,93,"1,064",25,67,87,0,
20-Jun,17,420,699,39,37,46,"4,423",66,"1,396","1,506","6,089",99,100,426,"1,935",24,68,293,906,176,603,759,113,"2,302",38,45,18,321,407,91,"1,076",25,67,87,0,
21-Jun,27,438,706,39,36,49,"4,331",66,"1,414","1,583","6,038",78,107,426,"2,009",25,81,291,958,174,643,766,110,"2,376",37,41,18,332,429,93,"1,125",25,70,81,0,
22-Jun,27,456,712,39,36,42,"4,384",66,"1,407","1,603","6,274",75,107,437,"2,088",26,82,288,998,172,640,779,112,"2,442",40,41,41,336,456,93,"1,136",25,70,80,0,
23-Jun,27,468,711,29,37,45,"4,428",48,"1,413","1,598","6,459",86,118,440,"2,085",26,72,294,967,157,645,890,113,"2,553",35,41,67,357,453,92,"1,191",24,70,81,0,
24-Jun,31,503,721,20,35,42,"4,480",48,"1,448","1,662","6,553",81,116,444,"2,159",26,73,294,964,166,674,934,113,"2,640",34,39,88,446,485,77,"1,250",25,70,57,0,
25-Jun,44,546,730,19,32,44,"4,558",48,"1,416","1,740","6,545",74,113,454,"2,125",35,78,303,909,126,716,982,113,"2,681",31,40,89,522,480,81,"1,309",25,70,40,0,
26-Jun,47,522,732,16,26,42,"4,638",48,"1,341","1,917","6,676",68,117,430,"2,148",44,60,315,906,118,740,928,115,"2,695",31,38,92,533,480,80,"1,329",27,72,40,0,
27-Jun,53,607,742,16,26,39,"4,760",48,"1,376","2,092","6,746",66,123,434,"2,109",48,58,330,932,110,793,982,116,"2,798",27,35,92,568,472,79,"1,366",27,72,40,1,
28-Jun,52,630,731,16,26,38,"4,624",48,"1,396","2,266","6,957",58,121,446,"2,098",45,44,344,965,107,809,992,116,"2,926",28,28,75,585,466,81,"1,057",29,72,40,4,
29-Jun,52,648,730,18,25,37,"4,494",48,"1,437","2,421","7,051",54,127,444,"2,128",48,38,346,920,106,825,988,117,"3,061",28,27,50,585,454,80,955,29,72,40,4,
30-Jun,51,681,735,17,24,42,"4,280",48,"1,435","2,524","7,231",49,126,455,"2,193",47,36,358,934,95,841,"1,053",123,"3,077",31,28,40,592,462,82,879,29,72,29,4,
1-Jul,52,652,727,19,27,42,"4,325",40,"1,477","2,587","7,196",61,118,492,"2,244",45,41,359,943,104,846,"1,086",162,"3,155",24,28,39,732,451,73,961,31,72,26,4,
2-Jul,52,749,513,17,27,43,"4,314",40,"1,502","2,632","7,356",61,110,507,"2,307",39,36,363,934,101,858,"1,166",210,"3,270",23,28,30,792,438,70,"1,030",32,63,23,4,
3-Jul,53,777,482,19,30,45,"4,209",40,"1,529","2,716","7,441",55,117,503,"2,384",33,35,361,943,107,862,"1,185",211,"3,402",22,28,22,799,436,75,"1,046",33,63,24,4,
4-Jul,53,842,486,23,30,42,"4,163",40,"1,601","2,761","7,727",51,117,511,"2,412",30,35,382,981,107,859,"1,205",211,"3,556",24,27,18,798,443,78,"1,088",37,63,31,2,
5-Jul,53,862,488,25,33,47,"4,123",39,"1,695","2,904","8,101",35,141,517,"2,422",30,37,392,990,119,853,"1,197",201,"3,573",22,28,16,798,400,74,"1,125",37,63,31,2,
6-Jul,44,903,496,31,33,53,"3,982",38,"1,804","2,956","8,272",35,152,525,"2,469",30,34,417,"1,038",117,829,"1,206",202,"3,577",22,30,12,798,406,77,"1,081",33,63,31,2,
7-Jul,43,881,499,33,35,56,"3,919",39,"1,836","3,041","8,408",35,140,532,"2,426",28,34,438,"1,034",112,843,"1,219",194,"3,748",21,30,11,811,399,77,"1,075",36,63,34,2,
8-Jul,35,867,506,30,40,56,"4,122",39,"1,912","3,171","8,546",34,146,537,"2,486",26,34,432,"1,086",102,919,"1,364",199,"3,896",23,31,10,877,354,76,"1,068",37,29,43,2,
9-Jul,33,827,497,29,43,61,"4,172",40,"2,846","3,261","8,777",35,144,547,"2,568",25,25,448,"1,137",98,"1,017","1,456",199,"3,833",23,31,11,912,341,82,"1,038",38,29,43,2,
